filelink	include	beginn	ende	dauer_norm	dauer_cat	dauer_bemerkung	gehalt_norm	gehalt_text	umfang_text	umfang_prozent	umfang_sws	sws_äqv	jahr	datum	domain	domain_lit	domain_ling	domain_mkw	domain_fdid	domain_spr	domain_other	domain_count	lang	lang_frz	lang_spa	lang_ita	lang_por	lang_rom	lang_okz	lang_kat	lang_eng	lang_other	lang_diverse	lang_count	lang_string	title	pos_lektorat	pos_lfba	pos_rat	pos_projekt	pos_wma	pos_diss	pos_postdoc	pos_fellow	pos_whk	pos_other	pos_string	pos_no	stadt	land
https://romanistik.de/aktuelles/2546	1	2017-10-01	2018-09-30	12	~12		E13	13 TV-L	50%	50	k.A.	N/A	2017	06. Juni 2017	Sprachpraxis	0	0	0	0	1	0	1	Französisch	1	0	0	0	0	0	0	0	0	0	1	frz	Lektorat Wirtschaftsfranzösisch 	1	0	0	0	0	0	0				Lektorat	1	Ingolstadt	DE
https://romanistik.de/aktuelles/2925	1	2018-04-01	2020-09-30	30	~36		E13	E 13 TV-L	100%	100	16	16	2017	11. Dezember 2017	Sprachpraxis	0	0	0	0	1	0	1	Französisch	1	0	0	0	0	0	0	0	0	0	1	frz	Lektorin/Lektor für Französisch	1	0	0	0	0	0	0				Lektorat	1	Wuppertal	DE
https://romanistik.de/aktuelles/2239	1	2017-03-01	N/A	120	unb.	unbefristet	E13	TVL 13	19,5 Stunden	50	8	16	2017	17. Januar 2017	Sprachpraxis	0	0	0	0	1	0	1	Französisch	1	0	0	0	0	0	0	0	0	0	1	frz	Lektor_in für Französisch / Wissenschaftliche Mitarbeiter*in mit Dienstleistungen ausschließlich in der Lehre	1	0	0	0	0	0	0				Lektorat	1	Hamburg	DE
https://romanistik.de/aktuelles/2373.html	0	N/A	N/A	N/A	other			k.A.	k.A.	N/A	N/A	N/A	2017	17. März 2017	Medien-/Kulturwissenschaft, Sprachpraxis	0	0	1	0	1	0	2	Französisch, Portugiesisch, Spanisch	1	1	0	1	0	0	0	0	0	0	3	mult	DAAD-Lektorinnen und Lektoren für Hochschulen im Ausland	1	0	0	0	0	0	0				Lektorat	1	verschiedene Orte	OTHER
https://romanistik.de/aktuelles/2629	1	2017-10-01	2019-09-30	24	~24		E13	13 TV-L.	50%	50	9	18	2017	18. Juli 2017	Sprachpraxis	0	0	0	0	1	0	1	Spanisch	0	1	0	0	0	0	0	0	0	0	1	spa	Lektorin / Lektor für Spanisch	1	0	0	0	0	0	0				Lektorat	1	Augsburg	DE
https://romanistik.de/aktuelles/2503	1	2017-10-01	2019-09-30	24	~24		E13	E 13 TV-L	ganze Stelle	100	17	17	2017	18. Mai 2017	Sprachpraxis	0	0	0	0	1	0	1	Spanisch	0	1	0	0	0	0	0	0	0	0	1	spa	Lektorenstelle Spanisch (E 13 TV-L; ganztags) befristet auf zwei Jahre	1	0	0	0	0	0	0				Lektorat	1	München	DE
https://romanistik.de/aktuelles/2932	1	2018-03-19	2020-03-13	25	~24		E13	Vergütung nach Entgeltgruppe 13 TV-L.	im Umfang der regelmäßigen Arbeitszeit 	100	18	18	2017	21. Dezember 2017	Sprachpraxis	0	0	0	0	1	0	1	Französisch	1	0	0	0	0	0	0	0	0	0	1	frz	Lektorin/Lektor für Französisch	1	0	0	0	0	0	0				Lektorat	1	Augsburg	DE
https://romanistik.de/aktuelles/2519	1	2017-10-01	N/A	120	unb.	unbefristet	E13	TV-L 13	39 Stunden	100	16	16	2017	26. Mai 2017	Sprachpraxis	0	0	0	0	1	0	1	Spanisch	0	1	0	0	0	0	0	0	0	0	1	spa	Lektor*in für Spanisch / Wissenschaftliche Mitarbeiter*in mit Dienstleistungen ausschließlich in der Lehre	1	0	0	0	0	0	0				Lektorat	1	Hamburg	DE
https://romanistik.de/aktuelles/2523	1	2017-05-30	2017-06-20	24	~24		E13	13 TV‐L	50 % / 8 SWS	50	8	16	2017	30. Mai 2017	Medien-/Kulturwissenschaft, Fachdidaktik, Sprachpraxis	0	0	1	1	1	0	3	Französisch	1	0	0	0	0	0	0	0	0	0	1	frz	Lektor*in für Französisch 	1	0	0	0	0	0	0				Lektorat	1	Flensburg	DE
https://romanistik.de/aktuelles/3188	1	2018-10-01	N/A	120	unb.	unbefristet	E13	TV-L E 13	100%	100	k.A.	N/A	2018	04. Mai 2018	Medien-/Kulturwissenschaft, Sprachpraxis	0	0	1	0	1	0	2	Französisch	1	0	0	0	0	0	0	0	0	0	1	frz	Lektorin/Lektor für Französisch	1	0	0	0	0	0	0				Lektorat	1	Konstanz	DE
https://romanistik.de/aktuelles/3412	1	2019-04-01	N/A	24	~24		E13	bis TV-L E 13	50%	50	8	16	2018	04. September 2018	Sprachpraxis	0	0	0	0	1	0	1	Spanisch	0	1	0	0	0	0	0	0	0	0	1	spa	Lektorin/Lektor für Spanisch (50%, bis TV-L E 13)	1	0	0	0	0	0	0				Lektorat	1	Tübingen	DE
https://romanistik.de/aktuelles/3113	1	2018-10-01	2020-09-30	24	~24		E13	Vergütung nach Entgeltgruppe 13 TV-L	im Umfang der Hälfte der regelmäßigen Arbeitszeit 	50	9	18	2018	05. April 2018	Sprachpraxis	0	0	0	0	1	0	1	Italienisch	0	0	1	0	0	0	0	0	0	0	1	ita	Lektorin / Lektor für Italienisch	1	0	0	0	0	0	0				Lektorat	1	Augsburg	DE
https://romanistik.de/aktuelles/3115	1	2018-10-01	2020-09-30	24	~24		E13	13 TV-L	50%	50	9	18	2018	08. April 2018	Sprachpraxis	0	0	0	0	1	0	1	Spanisch	0	1	0	0	0	0	0	0	0	0	1	spa	Lektorin/ Lektor für Spanisch	1	0	0	0	0	0	0				Lektorat	1	Augsburg	DE
https://romanistik.de/aktuelles/3116	1	2018-09-18	2020-09-17	25	~24		E13	13 TV-L	50%	50	9	18	2018	08. April 2018	Sprachpraxis	0	0	0	0	1	0	1	Portugiesisch	0	0	0	1	0	0	0	0	0	0	1	por	Lektorin/ Lektor für Portugiesisch	1	0	0	0	0	0	0				Lektorat	1	Augsburg	DE
https://romanistik.de/aktuelles/3197	1	2018-09-01	N/A	N/A	other	Vertretung	E13	TV-L E13 	50%	50	9	18	2018	10. Mai 2018	Sprachpraxis	0	0	0	0	1	0	1	Französisch	1	0	0	0	0	0	0	0	0	0	1	frz	Lehrkraft für besondere Aufgaben (Lektorat Französisch) als Mutterschutz-/Elternzeitvertretung	1	1	0	0	0	0	0				Lektorat	2	Jena	DE
https://romanistik.de/aktuelles/3330	1	2018-07-15	2018-09-15	120	unb.	unbefristet	E13	N/A	N/A	100	18	18	2018	12. Juli 2018	Sprachpraxis	0	0	0	0	1	0	1	Italienisch	0	0	1	0	0	0	0	0	0	0	1	ita	Lektor/Lektorin für Italienisch am Sprachenzentrum der Kath. Universität Eichstätt-Ingolstadt (unbefristet)	1	0	0	0	0	0	0				Lektorat	1	Eichstätt (Bayern)	DE
https://romanistik.de/aktuelles/3433	1	2018-11-28	2019-03-06	3	1-6	Vertretung	E13	bis E 13 TV-L	Teilzeit (83%)	80	k.A.	N/A	2018	21. September 2018	Sprachwissenschaft	0	1	0	0	0	0	1	Spanisch	0	1	0	0	0	0	0	0	0	0	1	spa	Lektorin/Lektor für Spanisch 	1	0	0	0	0	0	0				Lektorat	1	Konstanz	DE
